entry,exit,side,bars,entry_px,exit_px,entry_i,exit_i,sd_pct,pnl,inst,mae,mfe,gap,hour,year,win,reached_target
2010-07-30 14:15:00,2010-08-02 09:15:00,1.0,2,5372.985551285896,5394.769556892444,1058,1060,0.0028991550947982405,0.0036543577492655693,NIFTY,-0.002807666453204174,0.007568315292486091,8.36369043195167e-05,14,2010,True,True
2010-08-05 10:15:00,2010-08-05 14:15:00,-1.0,4,5473.3900507923845,5456.68060539809,1082,1086,0.0028090496098710466,0.0026528512017658106,NIFTY,-0.0025139719771338246,0.005113841793228812,7.293015114783776e-05,10,2010,True,True
2010-08-24 09:15:00,2010-08-26 15:15:00,1.0,20,5519.8901850738475,5480.947198490202,1172,1192,0.0012590670532520935,-0.007455029226659245,NIFTY,-0.012199551588171032,0.0045399118616373385,0.0011106094808125753,9,2010,False,True
2010-09-06 09:15:00,2010-09-08 13:15:00,-1.0,18,5520.9806871896035,5583.321719191164,1235,1253,0.0038369379946628,-0.011691659133351361,NIFTY,-0.018931294770313887,0.0012372235254242375,0.007706495735860905,9,2010,False,True
2010-10-01 09:15:00,2010-10-05 14:15:00,-1.0,19,6050.611653772448,6158.468668930104,1360,1379,0.00363947099334956,-0.018225803626053083,NIFTY,-0.028342315792260788,-0.0019896081448303837,0.005330172256577838,9,2010,False,False
2010-10-08 10:15:00,2010-10-11 09:15:00,1.0,6,6120.667245702985,6136.854953088959,1396,1402,0.0037212138245216356,0.0022447618758130996,NIFTY,-0.00876820182320195,0.006132134421024817,-0.0005955003018290092,10,2010,True,True
2010-10-12 11:15:00,2010-10-13 09:15:00,1.0,5,6067.143696678847,6096.808108728539,1411,1416,0.004120068758917374,0.004489353793603147,NIFTY,-0.0015153253554682981,0.010434284481477955,-6.582249319142599e-05,11,2010,True,True
2010-10-13 10:15:00,2010-10-14 14:15:00,-1.0,11,6151.921576693117,6177.405401781545,1417,1428,0.0037091838159238454,-0.004542417092079885,NIFTY,-0.020672959126902084,0.004815012077744829,0.00011434918975428288,10,2010,False,True
2010-10-15 14:15:00,2010-10-18 15:15:00,1.0,8,6072.224715737951,6091.062104457593,1435,1443,0.008107782653765059,0.0027022219370142105,NIFTY,-0.01434807172273138,0.0070608856340454345,3.272679670110913e-05,14,2010,True,True
2010-11-08 09:15:00,2010-11-09 11:15:00,-1.0,9,6312.610815975136,6268.014846546215,1535,1544,0.00958386313477369,0.006664584009529418,NIFTY,-0.0036893109212319457,0.01090845261692225,0.008243026049871783,9,2010,True,True
2010-11-11 12:15:00,2010-11-15 15:15:00,1.0,17,6251.63055559196,6127.936738798391,1559,1576,0.002462934164631028,-0.020185848778752128,NIFTY,-0.033948032230107415,0.0018266345566159369,-1.5967426450100003e-05,12,2010,False,True
2010-12-06 09:15:00,2010-12-06 14:15:00,-1.0,5,6041.030374415046,6016.034782205264,1668,1673,0.004641897693199583,0.003737637234145304,NIFTY,-0.0047044334862669296,0.008480403381518585,0.0038817482861165328,9,2010,True,True
2010-12-07 11:15:00,2010-12-10 14:15:00,1.0,24,5955.008706462497,5852.823072292074,1677,1701,0.004190453554119987,-0.017559611212579502,NIFTY,-0.039270926037221224,0.005615658210744825,-0.00013398202966030228,11,2010,False,True
2010-12-14 09:15:00,2010-12-15 11:15:00,-1.0,9,5921.755235904766,5901.2515022912385,1710,1719,0.006272491596653353,0.0030624419275570923,NIFTY,-0.005436692806894613,0.005978841491133676,0.0035035755088223784,9,2010,True,True
2010-12-16 12:15:00,2010-12-16 14:15:00,1.0,2,5867.628020672973,5901.970602680537,1727,1729,0.0034214749922706947,0.005452890109353717,NIFTY,-0.0021436295260466504,0.015086501566756337,8.473355533401527e-06,12,2010,True,True
2010-12-20 12:15:00,2010-12-22 13:15:00,-1.0,15,5961.852103592144,5985.887185154664,1734,1749,0.0040020004906700995,-0.004431479000969863,NIFTY,-0.010390713377564543,0.004537533491621558,-1.683331650007807e-05,12,2010,False,True
2010-12-24 09:15:00,2010-12-24 12:15:00,1.0,3,5961.5754306491435,5982.850986012686,1759,1762,0.002403253309134115,0.0031687807042015113,NIFTY,-0.00329198730728913,0.008491810585938337,-0.006254860478145709,9,2010,True,True
2010-12-27 09:15:00,2010-12-27 13:15:00,-1.0,4,6023.824517532297,6001.190999552387,1766,1770,0.0027878995849968603,0.0033573335534650985,NIFTY,-0.0036397943538841134,0.005266507588320827,-0.0001413498075147302,9,2010,True,True
2011-01-07 11:15:00,2011-01-12 13:15:00,1.0,23,5990.250869227042,5787.042731284194,1831,1854,0.007457683589791749,-0.034323143183662586,NIFTY,-0.04875436364900146,0.0029796967042986988,8.331528168927048e-06,11,2011,False,True
2011-01-14 09:15:00,2011-01-14 11:15:00,1.0,2,5707.546422708515,5771.5656261757495,1864,1866,0.007029838931125836,0.010816589183142246,NIFTY,-0.002136894175751047,0.011450380330059795,-0.0012672181090674268,9,2011,True,True
2011-01-14 14:15:00,2011-01-18 09:15:00,1.0,9,5690.636428594475,5702.83626098107,1869,1878,0.007907607572819613,0.001743843230836791,NIFTY,-0.011683478540360103,0.009711316493149168,-4.352708690618171e-05,14,2011,True,True
2011-01-24 10:15:00,2011-01-25 13:15:00,-1.0,10,5747.433856009346,5735.570693428374,1907,1917,0.004152483091955698,0.0016640798795043898,NIFTY,-0.009415705399388343,0.010132148967396679,-2.6220567413015228e-05,10,2011,True,True
2011-01-27 13:15:00,2011-02-01 09:15:00,1.0,17,5641.237607168305,5522.34651265349,1924,1941,0.006522749102456788,-0.021475356649352965,NIFTY,-0.03981176167494208,0.00330820896605749,-2.651347768442531e-05,13,2011,False,True
2011-02-17 11:15:00,2011-02-18 12:15:00,-1.0,8,5511.34187891423,5515.773061628445,2027,2035,0.0035674812847301817,-0.001204011584033417,NIFTY,-0.01595040246407083,0.004951948094282659,-2.7351300098398347e-05,11,2011,False,True
2011-02-18 14:15:00,2011-02-21 14:15:00,1.0,7,5444.109463269379,5486.08699120105,2037,2044,0.005676125043166059,0.007310632604815763,NIFTY,-0.005695966159129493,0.01442670050272169,-0.000127102871617153,14,2011,True,True
2011-02-24 09:15:00,2011-02-28 09:15:00,1.0,14,5421.0079646897975,5335.608507226046,2060,2074,0.004645027504868657,-0.01615342777948465,NIFTY,-0.034727483507870124,0.0004412528676922901,-0.005330980348903473,9,2011,False,True
2011-02-28 13:15:00,2011-02-28 14:15:00,-1.0,1,5448.964039307734,5351.201801171771,2078,2079,0.009798851627826826,0.017541435735440012,NIFTY,-0.005145190992273006,0.02575976613080503,-1.843114125633364e-05,13,2011,True,True
2011-03-01 10:15:00,2011-03-07 09:15:00,-1.0,20,5427.525611974219,5533.604046967398,2082,2102,0.008546436998781198,-0.019944529602798865,NIFTY,-0.03328853716087063,0.0056334348578223415,-2.77597853242595e-05,10,2011,False,True
2011-03-23 09:15:00,2011-03-31 14:15:00,-1.0,47,5434.190577741478,5789.421787879834,2186,2233,0.0037065210528607266,-0.06576966362449414,NIFTY,-0.08056571001609623,0.0059329125985267675,-0.001199616122840691,9,2011,False,True
2011-04-13 14:15:00,2011-04-15 09:15:00,-1.0,2,5900.02467775791,5849.586123799833,2289,2291,0.005459797805747906,0.008148871693405115,NIFTY,-0.0038856315853245207,0.00895329776450763,-3.3983551960820044e-05,14,2011,True,True
2011-04-18 12:15:00,2011-04-20 09:15:00,1.0,11,5759.513338616222,5764.698109737674,2301,2312,0.006910443434218127,0.0005002099338304626,NIFTY,-0.011505023900533725,0.008140733188238812,-4.318684355997789e-05,12,2011,True,True
2011-04-21 09:15:00,2011-04-25 14:15:00,-1.0,12,5873.3591431492705,5868.111649142925,2319,2331,0.00823465192363265,0.0004934400022968881,NIFTY,-0.0067322388920912305,0.002785312927501108,0.005107924115722762,9,2011,True,True
2011-04-26 10:15:00,2011-04-26 14:15:00,1.0,4,5793.217290616497,5856.866397393315,2334,2338,0.005978067251105553,0.01058683228746026,NIFTY,-0.00028780046265437575,0.017258580917627383,-8.594535594144098e-06,10,2011,True,True
2011-04-28 12:15:00,2011-05-06 09:15:00,1.0,39,5786.883042023413,5524.026919760347,2350,2389,0.004555208043415043,-0.04582274664171492,NIFTY,-0.059165364072002506,0.006517663775592714,-8.591065292127475e-06,12,2011,False,True
2011-05-31 09:15:00,2011-06-02 09:15:00,-1.0,14,5521.725451717137,5550.572909939561,2508,2522,0.006239461986482017,-0.005624355769708445,NIFTY,-0.013695818262631285,0.00579989932443631,0.004616594141953414,9,2011,False,True
2011-06-03 09:15:00,2011-06-03 12:15:00,-1.0,3,5602.28585985804,5574.550355263941,2529,2532,0.0033430962562940904,0.004550747835420405,NIFTY,-0.00047554519862141935,0.014473709818887131,0.0020790020790021116,9,2011,True,True
2011-06-03 13:15:00,2011-06-06 14:15:00,1.0,8,5533.035046868455,5531.77504809231,2533,2541,0.003072665908288594,-0.0006277228980969792,NIFTY,-0.009612273628838758,0.0017377358086655905,1.8075338008886524e-05,13,2011,False,True
2011-06-09 11:15:00,2011-06-09 12:15:00,1.0,1,5502.431549101029,5530.273309721963,2559,2560,0.0028499046376230294,0.004659901313171776,NIFTY,-6.934190777738233e-05,0.0068457827349302,-9.076963574178199e-06,11,2011,True,True
2011-06-10 09:15:00,2011-06-13 12:15:00,1.0,10,5500.391673577581,5494.224006739383,2564,2574,0.0029725871364812144,-0.001521314118015578,NIFTY,-0.011534028364259617,0.0038285139808456477,-0.000624818893074603,9,2011,False,True
2011-06-15 13:15:00,2011-06-21 11:15:00,1.0,26,5451.24976564151,5317.608019164779,2589,2615,0.0029910340206406325,-0.024915799536292915,NIFTY,-0.04684242634614639,0.0034121045921845826,0.00010976847998087362,13,2011,False,True
2011-06-23 11:15:00,2011-07-01 12:15:00,-1.0,43,5320.000349782346,5615.205145375438,2629,2672,0.0031876877408569086,-0.05588961958342156,NIFTY,-0.07251872647591796,0.0044831481605677875,-3.772374898613994e-05,11,2011,False,True
2011-07-14 13:15:00,2011-07-15 09:15:00,-1.0,3,5635.5946485215345,5579.100350312612,2736,2739,0.005658518813441254,0.009624549622947657,NIFTY,-0.003257038985811502,0.01013995010030153,8.888414840129752e-06,13,2011,True,True
2011-07-19 13:15:00,2011-07-20 12:15:00,-1.0,6,5600.217133893309,5594.6761987770205,2757,2763,0.0018436473830618927,0.0005894143358753656,NIFTY,-0.008068056117545349,0.00454752615558042,3.57066342926191e-05,13,2011,True,True
2011-07-21 09:15:00,2011-07-22 09:15:00,1.0,7,5538.163900775164,5570.267856028027,2767,2774,0.004096131435681543,0.0053968590002130765,NIFTY,-0.0009865906594781573,0.010650840293220607,-0.0013394703248889442,9,2011,True,True
2011-07-25 13:15:00,2011-07-26 10:15:00,-1.0,4,5676.384985259477,5632.540843995133,2785,2789,0.006832398862083809,0.007323954837136389,NIFTY,-0.004556599809154939,0.01527116033964958,-8.872169777873146e-06,13,2011,True,True
2011-07-27 09:15:00,2011-07-29 13:15:00,1.0,18,5556.228471381856,5507.484807518675,2795,2813,0.006107177007806791,-0.009172796891676209,NIFTY,-0.018407895195213124,0.006384101877891579,0.002557085819388991,9,2011,False,True
2011-09-02 09:15:00,2011-09-05 09:15:00,-1.0,7,5058.293506925256,4991.333415449656,2963,2970,0.01571544563838396,0.01283768408929332,NIFTY,-0.01095359393417704,0.01645683604782685,0.019833474597397382,9,2011,True,True
2011-09-06 10:15:00,2011-09-06 12:15:00,1.0,2,4944.309645168148,4997.374171219512,2978,2980,0.005945059815443051,0.010332443932435001,NIFTY,-0.000285104548321645,0.011233187000359052,-5.023964309757544e-05,10,2011,True,True
2011-09-06 14:15:00,2011-09-09 10:15:00,-1.0,17,5067.84436604017,5120.285421682494,2982,2999,0.005664037398519578,-0.010747803100216363,NIFTY,-0.0200096188113734,0.008612017830032974,9.94549866733936e-06,14,2011,False,True
2011-09-09 13:15:00,2011-09-13 10:15:00,1.0,11,5069.987662288898,5024.493877066464,3002,3013,0.004946460587010853,-0.009373155015902985,NIFTY,-0.03130927979758319,0.007724345761705777,-4.895193898630325e-05,13,2011,False,True
2011-09-15 09:15:00,2011-09-15 10:15:00,-1.0,1,5043.851345938167,4981.147165504103,3026,3027,0.007232884318303287,0.012031805803428223,NIFTY,-0.0034395649022852743,0.015147422217288986,0.007244069415698064,9,2011,True,True
2011-09-15 14:15:00,2011-09-19 09:15:00,-1.0,9,5062.270761727196,5059.2078263126405,3031,3040,0.007295640103568441,0.00020505167714710552,NIFTY,-0.016065762204520127,0.006216728264542406,-0.00011905824924851699,14,2011,True,True
2011-09-29 14:15:00,2011-09-30 09:15:00,-1.0,2,5010.634984920936,4963.999538820969,3101,3103,0.006509248649746632,0.00890729263662442,NIFTY,-0.004712978524704134,0.011552425011028773,3.012078434533393e-05,14,2011,True,True
2011-10-04 13:15:00,2011-10-05 12:15:00,1.0,6,4754.727201570733,4825.301398582976,3121,3127,0.015332640542967887,0.014442953974084634,NIFTY,-0.005558089970335759,0.015368452348880785,3.1327993650783975e-05,13,2011,True,True
2011-10-07 09:15:00,2011-10-14 09:15:00,-1.0,35,4898.06192737185,5063.1213052826615,3131,3166,0.008592507139740517,-0.03409891609340616,NIFTY,-0.04877195841342283,0.007525818970530953,0.028673080566724872,9,2011,False,True
2011-11-09 14:15:00,2011-11-14 09:15:00,1.0,9,5255.780894203579,5217.618104961008,3276,3285,0.0025836952427964357,-0.007661107342709005,NIFTY,-0.021601146716140385,0.00742403585344549,-1.8898054445363607e-05,14,2011,False,True
2011-11-15 13:15:00,2011-11-22 13:15:00,1.0,35,5110.147437795963,4838.891244926425,3296,3331,0.0058210567414134105,-0.05348187213215361,NIFTY,-0.06758071895180254,0.00628212054442856,-6.808345085840856e-05,13,2011,False,True
2011-12-01 11:15:00,2011-12-07 15:15:00,-1.0,25,4937.8117607188415,5046.10663691147,3378,3403,0.01007403643373374,-0.022331754680106057,NIFTY,-0.03269428789599232,0.004275529676280779,-0.000120858092456514,11,2011,False,True
2011-12-08 10:15:00,2011-12-13 15:15:00,1.0,26,4972.072564240939,4802.412012608168,3405,3431,0.006662444977877005,-0.03452270224150924,NIFTY,-0.04898813544933125,0.009277305422050495,1.994753797519799e-05,10,2011,False,True
2011-12-15 09:15:00,2011-12-15 13:15:00,1.0,4,4733.284522168803,4753.33325003344,3439,3443,0.00546916885712777,0.0038356904113278512,NIFTY,-0.012556718678210715,0.0062991095700149855,-0.010360246882478788,9,2011,True,True
2011-12-16 14:15:00,2011-12-21 09:15:00,1.0,16,4677.647848989738,4603.634467996478,3451,3467,0.009137900674307848,-0.016222777469074665,NIFTY,-0.031318699850690676,0.018375079481202476,-0.00011549890276046198,14,2011,False,True
2011-12-23 09:15:00,2011-12-27 12:15:00,-1.0,17,4749.922477732595,4758.016025748627,3481,3498,0.011590913753966658,-0.0021039326544746045,NIFTY,-0.010627020231180713,0.011931242667279967,0.006359132538265594,9,2011,False,True
2011-12-28 09:15:00,2011-12-30 12:15:00,1.0,17,4715.0432661572895,4686.168659778608,3502,3519,0.004178796562311236,-0.006523932432589036,NIFTY,-0.01602175460393102,0.008156178357627738,-0.0006104235076198842,9,2011,False,True
2011-12-30 13:15:00,2012-01-02 15:15:00,1.0,9,4633.582707390007,4639.695299512925,3520,3529,0.0059857819057234675,0.0009191934856733763,NIFTY,-0.009826674145124873,0.010837681289232707,-1.0679653124905356e-05,13,2011,True,True
2012-01-03 09:15:00,2012-01-05 13:15:00,-1.0,18,4707.226437263379,4749.774912583766,3530,3548,0.006134077958596979,-0.009438969313981744,NIFTY,-0.016065418510137854,0.006548747478844637,0.0081595257343035,9,2012,False,True
2012-01-06 09:15:00,2012-01-06 14:15:00,1.0,5,4726.995510411578,4736.260463898113,3551,3556,0.0024685457263951107,0.0015600089456671142,NIFTY,-0.008492817546188467,0.014365253666701555,-0.0046239243319534905,9,2012,True,True
2012-01-09 09:15:00,2012-01-09 12:15:00,1.0,3,4695.923667480299,4730.0198735277545,3560,3563,0.004733216845772964,0.0068608092596511155,NIFTY,-0.00010086779808178968,0.010216591221859379,-0.0006319914049168931,9,2012,True,True
2012-01-10 09:15:00,2012-01-12 11:15:00,-1.0,16,4778.203952320832,4837.509083935876,3567,3583,0.004479562451394309,-0.012811594860081018,NIFTY,-0.020718254948302057,0.00208319954948711,0.005752879073638998,9,2012,False,True
2012-02-14 15:15:00,2012-02-22 10:15:00,-1.0,30,5427.017253834985,5582.507094614034,3741,3771,0.0034046812211419556,-0.02905106807411979,NIFTY,-0.037393053434943986,0.002536799348713449,3.69416045585604e-05,15,2012,False,True
2012-02-23 10:15:00,2012-02-28 11:15:00,1.0,22,5507.587056444229,5380.439601577934,3778,3800,0.006081476060717146,-0.02348587291734677,NIFTY,-0.04347403935523326,0.005413068055072727,-3.6324669899529254e-05,10,2012,False,True
2012-04-09 09:15:00,2012-04-11 13:15:00,1.0,18,5283.053448572878,5233.941992944592,3982,4000,0.00445328245872026,-0.009696036109865988,NIFTY,-0.01746214560782043,0.0009173769439018649,-0.0075003754881345416,9,2012,False,True
2012-04-12 09:15:00,2012-04-13 09:15:00,-1.0,7,5269.879606945725,5252.701727930969,4003,4010,0.0032199711788443207,0.0028596340516232987,NIFTY,-0.005658647877832268,0.005612956870350246,0.0016124569454912877,9,2012,True,True
2012-04-13 13:15:00,2012-04-17 09:15:00,1.0,10,5189.627066027972,5236.576541381538,4014,4024,0.00616022189372131,0.00864679175521173,NIFTY,-0.0011806370573486998,0.019543395446650978,-3.780039501409352e-05,13,2012,True,True
2012-04-18 09:15:00,2012-04-20 09:15:00,-1.0,14,5319.307580088705,5314.522634610783,4031,4045,0.006821741806248109,0.0004995429209308339,NIFTY,-0.004350645185084119,0.0052652680197594805,0.00539116641803731,9,2012,True,True
2012-04-20 14:15:00,2012-04-26 09:15:00,1.0,23,5289.799775167396,5207.081334679097,4050,4073,0.0027231406820971815,-0.016037348104670113,NIFTY,-0.024414870251551073,0.004385841774487616,4.7105818510702444e-05,14,2012,False,True
2012-04-27 12:15:00,2012-04-27 14:15:00,1.0,2,5170.287986908952,5192.513451144761,4083,4085,0.0029121996751168425,0.003898689800661722,NIFTY,-0.00309228169677067,0.005659648585366793,1.923446816702516e-05,12,2012,True,True
2012-04-30 09:15:00,2012-05-02 14:15:00,-1.0,12,5219.581871403492,5238.425991208766,4089,4101,0.002214360131984183,-0.004010273824521352,NIFTY,-0.011498646840914464,0.0032630719898857166,-0.001238241505087314,9,2012,False,True
2012-05-03 14:15:00,2012-05-07 14:15:00,1.0,14,5187.859233349388,5102.208527129935,4108,4122,0.0044530035432353106,-0.0169098362092904,NIFTY,-0.03852441331958708,0.0026486390691331588,1.922781110587877e-05,14,2012,False,True
2012-05-23 10:15:00,2012-05-24 11:15:00,1.0,8,4820.954279315071,4864.0573729627695,4202,4210,0.007225967194603344,0.008540780424456128,NIFTY,-0.003527160460332622,0.016541480392603572,-3.10208977447055e-05,10,2012,True,True
2012-05-28 09:15:00,2012-05-30 09:15:00,-1.0,14,4958.068335578702,4972.966565437033,4222,4236,0.007466025487316282,-0.0034048456071938374,NIFTY,-0.012521341018195383,0.005398944461215812,0.0013198103534046031,9,2012,False,True
2012-05-31 09:15:00,2012-05-31 15:15:00,1.0,6,4933.8133198023825,4945.194302333546,4243,4249,0.004019076166316956,0.0019067314860667514,NIFTY,-0.010187519580573737,0.003128752386244689,-0.009753583052012372,9,2012,True,True
2012-06-01 11:15:00,2012-06-04 15:15:00,1.0,11,4870.131947311568,4854.371076685081,4252,4263,0.007371762007593329,-0.003636230721672272,NIFTY,-0.020488551109308216,0.008637969801137365,1.0179878452288315e-05,11,2012,False,True
2012-06-06 09:15:00,2012-06-08 13:15:00,-1.0,18,4920.526320301901,5007.5047941392495,4271,4289,0.006671645984724251,-0.018076660620323974,NIFTY,-0.027725424236675605,0.006986309606772399,0.006090284350438329,9,2012,False,True
2012-07-12 09:15:00,2012-07-16 12:15:00,1.0,17,5253.407288391115,5239.995154307087,4453,4470,0.0047060352370520255,-0.0029530352679232297,NIFTY,-0.008414974504033515,0.002615961575881075,-0.012288323265829362,9,2012,False,True
2012-07-16 14:15:00,2012-07-17 09:15:00,1.0,2,5199.331378877542,5227.073305585078,4472,4474,0.003736388956270309,0.004935671971253486,NIFTY,-0.0017081771155466785,0.007187197429705847,9.575333939805984e-06,14,2012,True,True
2012-07-17 14:15:00,2012-07-18 13:15:00,1.0,6,5188.734477479207,5203.533826390531,4479,4485,0.003425509326094718,0.0024522077927784007,NIFTY,-0.0037936952766891648,0.004956029766488585,1.9210450485133762e-05,14,2012,True,True
2012-07-19 09:15:00,2012-07-20 09:15:00,-1.0,7,5240.323547239404,5223.377296154911,4488,4495,0.0030442547094664185,0.002833817708339885,NIFTY,-0.003325453591463031,0.00784752064804633,0.006594207065769652,9,2012,True,True
2012-07-23 09:15:00,2012-07-26 09:15:00,1.0,21,5173.3065712268835,5114.163553591091,4502,4523,0.004168231133051506,-0.011832343477329713,NIFTY,-0.018693377223138078,-0.0017602999361246115,-0.009274638759541104,9,2012,False,False
2012-08-03 09:15:00,2012-08-03 14:15:00,1.0,5,5184.88183823252,5209.780285230185,4565,4570,0.0032866306021078194,0.004402124286433606,NIFTY,-0.0039020827983646117,0.006811758275193331,-0.006072893853466332,9,2012,True,True
2012-08-06 09:15:00,2012-08-09 12:15:00,-1.0,24,5259.094007601729,5339.030177944191,4572,4596,0.003978053248446097,-0.015599608568874922,NIFTY,-0.022533537568824185,-0.0008187707601436484,0.009597407453571018,9,2012,False,False
2012-08-10 09:15:00,2012-08-10 15:15:00,1.0,6,5313.000531017061,5328.953972620691,4600,4606,0.002389419153237049,0.0026027178635678458,NIFTY,-0.003557411844158507,0.0032184203414085,-0.00384669512595581,9,2012,True,True
2012-08-14 09:15:00,2012-08-16 14:15:00,-1.0,12,5355.843769805941,5359.706142789634,4614,4626,0.0027285523132650914,-0.0011211511667812428,NIFTY,-0.006498738889711895,0.005049394823352047,-0.0004393878485888851,9,2012,False,True
2012-08-21 14:15:00,2012-08-23 13:15:00,-1.0,13,5402.542429212132,5415.565315487608,4640,4653,0.0021508770248425528,-0.00281051068938571,NIFTY,-0.008525165954982535,0.001942128053525052,9.26852778691143e-06,14,2012,False,True
2012-08-24 09:15:00,2012-08-30 14:15:00,1.0,33,5382.0506847610695,5299.409814822711,4656,4689,0.002959512328074396,-0.015754903693558774,NIFTY,-0.023597080778273535,0.003270001765082115,-0.004504088752699785,9,2012,False,True
2012-08-31 13:15:00,2012-09-03 09:15:00,1.0,3,5247.518771916237,5278.709785196805,4695,4698,0.004344341461954532,0.005543954588118192,NIFTY,-0.0016424470861092027,0.009200772818985556,4.7403249966817725e-05,13,2012,True,True
2012-09-11 13:15:00,2012-09-18 14:15:00,-1.0,36,5381.096404413225,5596.525305477585,4746,4782,0.002681247209908856,-0.04043438795255162,NIFTY,-0.05038073567394799,0.0035023353972563247,9.310726888482054e-06,13,2012,False,True
2012-10-08 13:15:00,2012-10-09 11:15:00,1.0,5,5687.236264083791,5723.853193857936,4865,4870,0.005593874123101598,0.006038440056621118,NIFTY,-0.003698855315127314,0.007281873654123704,2.633288274838688e-05,13,2012,True,True
2012-10-10 09:15:00,2012-10-11 12:15:00,1.0,10,5667.10860231028,5670.034933619756,4875,4885,0.003929012715220002,0.00011637113647040262,NIFTY,-0.005321691258569742,0.0034217444997992437,-0.005611180276701328,9,2012,True,True
2012-10-16 14:15:00,2012-10-17 09:15:00,1.0,2,5653.958787161004,5674.975390718925,4908,4910,0.002686167847344713,0.003317148346685127,NIFTY,-0.003247067736449107,0.005375209474113762,1.7635751194725906e-05,14,2012,True,True
2012-10-17 11:15:00,2012-10-17 14:15:00,1.0,3,5642.67309670158,5665.3936650392,4912,4915,0.002779787145789731,0.003626561161393686,NIFTY,-0.0015547767079947938,0.004054266994803004,-3.5368182782736454e-05,11,2012,True,True
2012-10-18 14:15:00,2012-10-19 12:15:00,-1.0,5,5717.439238990589,5682.281991818271,4922,4927,0.003764942169207408,0.0057491247572094015,NIFTY,-0.0008851446946561089,0.00758018357152493,0.00010510918216287619,14,2012,True,True
2012-10-26 09:15:00,2012-10-29 09:15:00,1.0,7,5685.906231600093,5683.102337914066,4952,4959,0.0014669746300203532,-0.0008931304829551481,NIFTY,-0.00776590921508506,0.002179734926163156,-0.003697861899754708,9,2012,False,True
